Per Capita Personal Income by County (Dollars),,,,,,,,,,,,,
Series ID,Region Name,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
PCPI17099,"LaSalle County, IL",17099,34043,34933,37258,37377,39273,39789,40684,41555,43016,44739,46013
PCPI20099,"Labette County, KS",20099,32530,33342,35709,36633,37612,37607,38786,39603,40474,42426,44760
PCPI27073,"Lac qui Parle County, MN",27073,41658,45852,48892,56574,53624,48538,49712,47322,50445,51489,56527
PCPI42069,"Lackawanna County, PA",42069,36573,38097,39257,40034,39368,41093,42979,44347,45504,47515,48967
PCPI29105,"Laclede County, MO",29105,26241,26990,28300,29517,29912,31341,32369,32871,35174,36235,37228
PCPI55065,"Lafayette County, WI",55065,32024,35021,38834,38128,40339,39318,40575,39808,41142,42872,45339
PCPI22055,"Lafayette Parish, LA",22055,41324,43972,45002,50301,50087,53206,49251,45324,47603,48707,49629
PCPI05073,"Lafayette County, AR",05073,25635,25075,27127,30319,32061,33853,33492,34076,34787,35671,36524
PCPI28071,"Lafayette County, MS",28071,30558,30819,32748,34028,33633,34965,37331,39297,40518,42905,43820
PCPI29107,"Lafayette County, MO",29107,32554,32263,33859,34550,36260,37104,37362,39482,40775,41539,42819
PCPI12067,"Lafayette County, FL",12067,18651,19438,20657,21580,22025,24551,25948,23027,24643,25033,27645
PCPI22057,"Lafourche Parish, LA",22057,39850,40455,40115,42270,43522,46231,45366,42683,44034,44316,45806
PCPI18089,"Lake County, IN",18089,33227,34194,35793,37385,37347,38536,40337,41520,43094,45230,46736
PCPI39085,"Lake County, OH",39085,37229,38034,40465,41902,42742,44863,45994,46923,48715,50858,52475
PCPI17097,"Lake County, IL",17097,55348,56624,60290,65242,64603,68230,72322,72903,74555,78626,80973
PCPI27075,"Lake County, MN",27075,34609,36183,38928,40239,41203,43361,44914,43849,46190,48302,49743
PCPI06033,"Lake County, CA",06033,29760,30885,32052,33119,34107,36074,38227,39652,40911,42632,44259
PCPI12069,"Lake County, FL",12069,31685,32315,33143,34250,34669,36493,37764,39558,40928,42237,43425
PCPI08065,"Lake County, CO",08065,26569,26604,27547,29166,30309,31802,32926,33050,34557,36867,37391
PCPI26085,"Lake County, MI",26085,23738,24907,25911,26176,26520,27413,28314,29338,30009,31925,33368
PCPI30047,"Lake County, MT",30047,26603,28053,29079,30933,30761,33353,34152,35547,38268,39544,40754
PCPI41037,"Lake County, OR",41037,27332,28076,29582,31784,33720,37375,38799,40235,38761,41766,43228
PCPI47095,"Lake County, TN",47095,20614,19847,22687,22686,25482,23257,22614,21581,22161,21997,25772
PCPI46079,"Lake County, SD",46079,41768,42244,48721,46745,50611,53411,54310,53236,50892,48949,51119
PCPI02164,"Lake and Peninsula Borough, AK",02164,38891,42424,46351,51614,51929,53568,55709,54601,61344,66991,65898
PCPI27077,"Lake of the Woods County, MN",27077,35542,37395,38143,39216,41845,47366,53072,51058,55710,56575,57121
PCPI48277,"Lamar County, TX",48277,31123,32723,33684,33501,34136,35699,37778,38959,40593,41130,43063
PCPI01075,"Lamar County, AL",01075,25349,26845,28361,29338,29695,30193,31557,32083,32665,33804,35148
PCPI28073,"Lamar County, MS",28073,30684,31408,32789,34215,34397,35962,37712,38008,38868,39505,40207
PCPI13171,"Lamar County, GA",13171,26274,26252,27525,29046,28610,29267,30515,30874,32262,33323,34375
PCPI48279,"Lamb County, TX",48279,26707,32464,31211,31579,36079,37151,39777,36623,40823,42153,45655
PCPI50015,"Lamoille County, VT",50015,41390,41312,43753,44770,45103,47307,49015,50307,50993,53501,54761
PCPI48281,"Lampasas County, TX",48281,41671,42670,45694,45964,45599,46006,47097,47316,48300,49823,50656
PCPI31109,"Lancaster County, NE",31109,37726,38616,40331,42285,41836,43266,45153,45631,47400,49475,50743
PCPI51103,"Lancaster County, VA",51103,43315,43688,45783,48194,48214,49853,52544,54706,58294,59356,61447
PCPI45057,"Lancaster County, SC",45057,28910,30613,32677,34287,35680,37314,41187,43811,47772,51102,52396
PCPI42071,"Lancaster County, PA",42071,36546,38005,39785,41080,41981,44308,46660,47880,50115,52591,54314
PCPI32015,"Lander County, NV",32015,43222,45609,47984,49581,52201,54260,56661,57163,62055,65758,69293
PCPI20101,"Lane County, KS",20101,43478,57073,71757,77629,83419,73355,67927,75013,66295,72131,85007
PCPI41039,"Lane County, OR",41039,32958,33862,34892,36360,36489,38746,41190,42396,44416,46124,47340
PCPI55067,"Langlade County, WI",55067,32226,33029,34777,36874,37618,39130,41367,40833,42104,43204,44923
PCPI13173,"Lanier County, GA",13173,20036,21321,22681,22916,22706,23775,24896,24995,26311,27786,28991
PCPI26087,"Lapeer County, MI",26087,29853,31049,33045,34950,35640,36854,38682,39554,41620,43292,44706
PCPI56021,"Laramie County, WY",56021,41780,42684,47609,48466,48256,49300,49604,48178,49695,52655,54113
PCPI08069,"Larimer County, CO",08069,36870,37455,39105,40922,42550,45152,47007,48422,51748,54207,55884
PCPI21123,"Larue County, KY",21123,27410,28101,29531,30878,32248,32138,33712,34550,35396,36539,38316
PCPI08071,"Las Animas County, CO",08071,28058,28750,30673,32085,34690,37202,36351,36838,37611,39965,39762
PCPI06035,"Lassen County, CA",06035,26537,27739,29091,29564,30516,31769,34081,35710,35959,37010,38130
PCPI16057,"Latah County, ID",16057,31450,32764,33258,34188,34759,35597,37747,38676,39732,40734,41833
PCPI40077,"Latimer County, OK",40077,28714,30321,30054,32099,32567,33046,33421,33341,33833,33987,35167
PCPI28075,"Lauderdale County, MS",28075,30216,30631,31552,34023,34369,34739,35239,36593,36598,37700,39359
PCPI01077,"Lauderdale County, AL",01077,29643,31028,32090,32610,32707,34135,35155,35533,36093,37487,38758
PCPI47097,"Lauderdale County, TN",47097,22279,22333,24426,24556,25374,25298,26502,28419,28406,29908,31976
PCPI21125,"Laurel County, KY",21125,27677,28365,29075,29028,28429,29824,31148,31790,32960,33763,34289
PCPI45059,"Laurens County, SC",45059,26732,27487,28690,28858,29464,30812,31802,32362,33610,34647,35441
PCPI13175,"Laurens County, GA",13175,29205,29615,30608,30680,31007,32115,33749,35230,36287,38173,38995
PCPI48285,"Lavaca County, TX",48285,34455,37034,41206,44412,46898,51487,49293,46353,48724,51800,53483
PCPI42073,"Lawrence County, PA",42073,32566,34242,36268,37376,37345,38603,39713,40017,41376,43705,45252
PCPI21127,"Lawrence County, KY",21127,25654,27003,28256,28307,28527,29611,30638,29684,30323,31614,33213
PCPI05075,"Lawrence County, AR",05075,25195,25392,26185,28677,30658,31975,30759,32097,33257,33455,34400
PCPI01079,"Lawrence County, AL",01079,27188,27572,28331,29442,31217,31860,31991,31424,32819,34084,35039
PCPI46081,"Lawrence County, SD",46081,35853,37460,39357,41444,40777,44035,45835,45995,48188,51310,52919
PCPI39087,"Lawrence County, OH",39087,29382,30229,31505,32411,32278,33440,34906,35246,36760,38638,39610
PCPI47099,"Lawrence County, TN",47099,26482,27248,28366,29871,30428,30613,31686,32259,33852,34511,35983
PCPI17101,"Lawrence County, IL",17101,30869,31430,33905,32073,32912,32963,29097,28536,28615,30891,30877
PCPI18093,"Lawrence County, IN",18093,29589,30842,32357,33328,33485,35005,36404,37532,39102,40830,42538
PCPI29109,"Lawrence County, MO",29109,25688,26369,27361,28498,29908,31491,32731,32164,33375,34105,34465
PCPI28077,"Lawrence County, MS",28077,27399,28095,27690,29713,31714,32082,32235,30769,33157,34651,34308
PCPI40079,"Le Flore County, OK",40079,25332,27405,28560,29723,30028,30711,31007,30135,31414,32140,33222
PCPI27079,"Le Sueur County, MN",27079,35135,35233,38277,40647,40850,42867,43990,45904,47099,49117,50728
PCPI35025,"Lea County, NM",35025,31971,33200,37207,40328,39615,40242,40911,37544,40171,47230,49039
PCPI28079,"Leake County, MS",28079,22581,23723,23290,25171,27581,29880,29925,28353,31354,32293,31441
PCPI20103,"Leavenworth County, KS",20103,34370,34715,35914,36635,37030,38211,39834,40042,41229,42625,44075
PCPI42075,"Lebanon County, PA",42075,35635,36930,38470,39019,39585,40967,42806,44212,46104,47557,48924
PCPI12071,"Lee County, FL",12071,39698,39095,41397,41715,41309,44533,46420,48098,49714,51093,52064
PCPI19111,"Lee County, IA",19111,31345,31474,33396,34925,35113,37417,39373,39779,39797,41784,43430
PCPI45061,"Lee County, SC",45061,22965,23804,25031,26279,27278,26398,27797,29664,30354,31696,33605
PCPI01081,"Lee County, AL",01081,28574,29344,30784,31867,31909,33176,34507,35938,36845,38378,39781
PCPI51105,"Lee County, VA",51105,25412,26070,27160,26770,26507,26735,27435,27962,29063,29940,31087
PCPI21129,"Lee County, KY",21129,21531,22824,24140,24710,27516,29480,30680,30776,30870,29636,29162
PCPI17103,"Lee County, IL",17103,31729,32989,36579,36162,40357,39336,38640,39114,40024,41700,42776
PCPI13177,"Lee County, GA",13177,35033,35961,37940,40435,40714,42085,43118,43861,45663,47272,49274
PCPI48287,"Lee County, TX",48287,32298,33648,36079,39364,39686,43601,42974,42980,45391,46975,50665
PCPI37105,"Lee County, NC",37105,31264,31435,33216,34185,33638,34896,37091,37712,38717,40769,42021
PCPI05077,"Lee County, AR",05077,22446,23288,27831,26649,27685,23245,25264,25965,28826,28833,32099
PCPI28081,"Lee County, MS",28081,30959,32130,33773,34644,34843,36534,37658,38787,40337,41302,42635
PCPI26089,"Leelanau County, MI",26089,39465,40839,44339,51755,55196,61698,60120,61558,62660,66260,68281
PCPI28083,"Leflore County, MS",28083,27173,28745,30940,32892,33747,31799,32961,34840,36390,37692,38974
PCPI42077,"Lehigh County, PA",42077,41420,43806,44920,44825,44851,46534,48848,49879,50804,52433,54471
PCPI16059,"Lemhi County, ID",16059,28598,29455,31334,34462,35313,37260,38857,39488,40863,42557,44199
PCPI26091,"Lenawee County, MI",26091,29021,30285,32009,32959,32717,34097,36161,36678,37773,39529,40932
PCPI37107,"Lenoir County, NC",37107,31652,32139,33648,35551,35230,35990,36574,37415,39398,40372,41752
PCPI12073,"Leon County, FL",12073,34925,36667,38463,37624,37155,38999,40110,41513,42713,45093,46394
PCPI48289,"Leon County, TX",48289,29343,31284,32542,34372,36774,40582,41007,36868,37895,39480,40056
PCPI21131,"Leslie County, KY",21131,28311,29053,30150,29226,28206,29345,30388,30247,31547,32536,34079
PCPI21133,"Letcher County, KY",21133,28757,29280,29760,28062,27191,28656,29579,28679,29392,30541,31871
PCPI12075,"Levy County, FL",12075,26130,27663,28558,29286,29825,31732,33115,33685,35613,36066,37680
PCPI53041,"Lewis County, WA",53041,31938,32638,33235,34524,34825,36905,38489,39097,40483,42695,44569
PCPI21135,"Lewis County, KY",21135,23035,24010,24886,25301,26469,27319,26997,28612,29977,31003,32147
PCPI36049,"Lewis County, NY",36049,34041,35918,39493,38808,40322,41389,41171,41184,43526,44681,47471
PCPI47101,"Lewis County, TN",47101,23487,24259,25188,26635,27757,29549,30801,31741,32834,34672,36378
PCPI54041,"Lewis County, WV",54041,28354,31272,33668,35428,35384,36814,36998,35750,36868,40845,41728
PCPI29111,"Lewis County, MO",29111,28167,27952,29883,31026,33029,33160,31172,31019,33515,34632,37197
PCPI16061,"Lewis County, ID",16061,37998,43865,45877,45712,46322,43467,47152,43813,45333,48227,49643
PCPI30049,"Lewis and Clark County, MT",30049,40126,44937,45973,45186,41493,43669,44762,45935,47988,49039,50600
PCPI45063,"Lexington County, SC",45063,34685,34703,36180,37685,38393,40468,42794,43926,45748,46463,47992
PCPI30051,"Liberty County, MT",30051,29026,33459,36069,36191,42636,39468,41569,36064,34244,41959,47675
PCPI12077,"Liberty County, FL",12077,22078,22432,22553,21812,21493,21877,22187,22565,23862,24703,25973
PCPI13179,"Liberty County, GA",13179,26901,29080,30086,30062,30762,31045,33044,33159,34212,36661,37424
PCPI48291,"Liberty County, TX",48291,27727,28261,30473,31903,32841,34213,35176,35410,36310,36924,37874
PCPI39089,"Licking County, OH",39089,34218,34626,36757,38025,38855,40275,41908,42816,44460,45844,47097
PCPI01083,"Limestone County, AL",01083,32634,33649,35257,36238,36262,36880,38062,39238,41192,43286,44946
PCPI48293,"Limestone County, TX",48293,27369,28094,29111,30120,31296,32886,33188,32985,34349,36387,37774
PCPI21137,"Lincoln County, KY",21137,23956,24998,26294,27494,27503,28667,30007,30029,30967,31667,32881
PCPI05079,"Lincoln County, AR",05079,20552,21392,21590,23363,26176,24377,25099,25084,25985,27134,28024
PCPI31111,"Lincoln County, NE",31111,35606,37469,41905,44528,44636,47990,50084,47338,46356,47761,49052
PCPI46083,"Lincoln County, SD",46083,50108,50214,54621,55276,54700,59123,63162,65624,66066,69094,70461
PCPI20105,"Lincoln County, KS",20105,32429,33299,36901,35822,37297,35889,35532,37219,37541,42741,48445
PCPI28085,"Lincoln County, MS",28085,29442,30664,32014,33574,34214,35358,36002,36109,37274,38505,39441
PCPI47103,"Lincoln County, TN",47103,30374,31682,34002,34767,35889,36430,37661,38220,39136,40102,42134
PCPI35027,"Lincoln County, NM",35027,30700,31493,33405,36360,35631,39131,41070,40250,39963,41130,42900
PCPI29113,"Lincoln County, MO",29113,30562,30648,31242,32353,32856,34568,36108,37602,39052,39927,41082
PCPI16063,"Lincoln County, ID",16063,26088,29825,34125,32928,35563,37705,37198,35232,35390,36938,41610
PCPI13181,"Lincoln County, GA",13181,27201,28283,29194,31051,30754,31993,34074,34647,36192,37006,38527
PCPI37109,"Lincoln County, NC",37109,31075,31476,33311,35386,36490,38890,40474,41808,43721,45655,47178
PCPI32017,"Lincoln County, NV",32017,25561,27077,29248,28739,29563,31673,34055,34528,36076,37083,39362
PCPI27081,"Lincoln County, MN",27081,34909,37312,42555,44947,43988,43249,46586,43580,46952,46288,52251
PCPI08073,"Lincoln County, CO",08073,26889,26719,27972,27776,25406,27724,28532,27042,28763,29869,30855
PCPI30053,"Lincoln County, MT",30053,26072,26823,27642,28784,29104,30994,32535,32720,34450,35903,37155
PCPI56023,"Lincoln County, WY",56023,33606,33000,35389,36884,36685,36598,37082,38484,39783,42646,44331
PCPI53043,"Lincoln County, WA",53043,36479,36740,40173,40857,42625,41067,45907,42800,43230,45374,47282
PCPI41041,"Lincoln County, OR",41041,32605,33514,34948,36091,36243,38102,39910,40824,42264,44727,45935
PCPI54043,"Lincoln County, WV",54043,24282,25554,27484,27846,27140,27611,27765,27838,28979,31028,31997
PCPI22061,"Lincoln Parish, LA",22061,29864,30904,31916,32493,33226,35149,37230,37056,38646,40108,40541
PCPI55069,"Lincoln County, WI",55069,35403,34856,36454,37421,37738,39219,41377,42519,43870,45644,47135
PCPI40081,"Lincoln County, OK",40081,26982,27721,29823,31545,32287,33923,33649,33349,33850,34760,35697
PCPI23015,"Lincoln County, ME",23015,38501,39719,41532,42779,42435,44182,46296,47451,48636,50215,51687
PCPI20107,"Linn County, KS",20107,29438,29893,31041,31719,32592,33097,34483,35352,36878,38465,41013
PCPI19113,"Linn County, IA",19113,40293,41648,43190,45534,45523,47321,48914,49719,50601,52887,53533
PCPI41043,"Linn County, OR",41043,30734,31636,32378,33519,34009,36066,38344,39396,41169,43327,44830
PCPI29115,"Linn County, MO",29115,32136,31559,33521,34345,35153,36709,36764,37040,38179,38936,40419
PCPI48295,"Lipscomb County, TX",48295,36368,40519,48630,54684,54905,55658,52217,50853,65316,72844,77810
PCPI09005,"Litchfield County, CT",09005,48718,49638,52324,55423,55212,56864,58684,59941,61147,62875,65458
PCPI05081,"Little River County, AR",05081,27733,28938,29861,30198,30584,32326,33389,33566,34061,34505,35383
PCPI48297,"Live Oak County, TX",48297,27229,27605,32990,35943,38781,40702,36257,31359,33751,36134,37415
PCPI21139,"Livingston County, KY",21139,30290,30773,32219,33099,33951,33945,34869,35869,36178,36714,38515
PCPI36051,"Livingston County, NY",36051,31554,33373,35303,35870,35753,36804,37979,39452,44310,45975,48268
PCPI17105,"Livingston County, IL",17105,33781,35860,38036,38186,42808,40499,40025,43058,42671,45315,45090
PCPI26093,"Livingston County, MI",26093,38426,39722,42875,45320,45848,47922,50917,53641,55541,57180,58879
PCPI22063,"Livingston Parish, LA",22063,32610,33045,34941,35834,35822,37451,38490,37502,39328,41147,42217
PCPI29117,"Livingston County, MO",29117,29956,30230,32420,33307,35568,36500,36157,36812,37655,37974,39305
PCPI48299,"Llano County, TX",48299,30308,32624,35584,38296,39881,43892,45023,45584,46554,48162,49905
PCPI39091,"Logan County, OH",39091,30841,31879,33851,36135,37443,37832,38575,39578,41264,42889,44030
PCPI54045,"Logan County, WV",54045,30775,31658,33996,33829,32834,32518,33224,32777,35037,37148,38147
PCPI08075,"Logan County, CO",08075,34205,34568,39476,43542,45663,47701,49643,48200,45615,45426,46697
PCPI20109,"Logan County, KS",20109,39575,44193,51448,51143,59701,49421,46385,45347,43399,46559,53800
PCPI31113,"Logan County, NE",31113,32577,34786,48773,43088,53940,58879,59273,50903,41970,52147,53451
PCPI21141,"Logan County, KY",21141,27978,28671,30578,31311,32045,32089,33051,33146,34583,35335,36834
PCPI38047,"Logan County, ND",38047,38212,45963,59254,58213,53756,56450,54821,50510,52962,52270,51670
PCPI17107,"Logan County, IL",17107,29702,30376,32866,31587,36237,34167,34044,35171,35692,37375,37660
PCPI05083,"Logan County, AR",05083,26200,26990,27659,29624,29876,32565,32283,31477,33007,33810,33386
PCPI40083,"Logan County, OK",40083,32384,32950,35236,37605,37902,39226,38710,37725,41206,42723,43861
PCPI13183,"Long County, GA",13183,22646,24633,27340,27013,28315,27347,27128,26089,26398,27102,27232
PCPI05085,"Lonoke County, AR",05085,31558,32098,33074,34540,35011,35621,36474,37222,37818,39316,40749
PCPI39093,"Lorain County, OH",39093,33972,34620,36785,38307,39061,40396,41646,42919,44380,46183,47666
PCPI35028,"Los Alamos County, NM",35028,60146,60621,62813,62639,60984,63479,65145,68402,68278,71570,73821
PCPI06037,"Los Angeles County, CA",06037,41863,43594,46470,49525,49157,52272,55578,57538,59625,62300,65094
PCPI47105,"Loudon County, TN",47105,35507,36448,39393,40596,40580,41892,43624,44914,47033,48812,50154
PCPI51107,"Loudoun County, VA",51107,61423,63324,66364,68475,67036,68307,70644,73467,75312,78762,80914
PCPI51109,"Louisa County, VA",51109,34267,34788,35151,35844,35352,36831,38924,39435,41195,42439,42723
PCPI19115,"Louisa County, IA",19115,30230,31329,34260,37246,37442,37869,38670,38946,40323,43311,46211
PCPI31115,"Loup County, NE",31115,23428,30811,35352,40154,56061,67143,74307,66745,52917,53545,52977
PCPI40085,"Love County, OK",40085,27962,29405,31285,30982,32197,34431,35249,35357,35602,37141,37666
PCPI48301,"Loving County, TX",48301,29013,26357,26242,27953,25943,40629,34076,49974,53692,51730,53734
PCPI01085,"Lowndes County, AL",01085,29707,30999,31413,33080,35241,36400,37728,36921,39023,39796,40785
PCPI13185,"Lowndes County, GA",13185,29359,30249,30958,30599,31573,32886,34260,34935,36015,37622,38706
PCPI28087,"Lowndes County, MS",28087,29443,31368,33260,35701,35462,35233,35523,36108,37079,38786,40717
PCPI48303,"Lubbock County, TX",48303,32200,33516,34925,36774,37156,38781,39567,40107,40986,43025,44311
PCPI39095,"Lucas County, OH",39095,33824,34948,37188,38200,38690,40811,42654,43534,44319,46477,47875
PCPI19117,"Lucas County, IA",19117,31577,32093,33898,35255,36422,37515,38712,39223,39649,41677,43061
PCPI26095,"Luce County, MI",26095,23818,24819,25260,26067,26022,26832,28768,29368,29960,31063,32174
PCPI13187,"Lumpkin County, GA",13187,26970,27180,28782,29261,30510,31853,33953,34730,35376,37666,38450
PCPI35029,"Luna County, NM",35029,24569,26950,27425,27356,27704,28848,30178,30376,30471,32257,33927
PCPI51111,"Lunenburg County, VA",51111,25477,25814,27088,27742,27970,29376,30189,31257,32065,32944,33996
PCPI42079,"Luzerne County, PA",42079,34958,35757,37035,37844,38054,39312,40886,42079,43121,45031,46363
PCPI42081,"Lycoming County, PA",42081,32505,34170,37009,37903,38279,39811,40586,40277,41766,43571,44941
PCPI46085,"Lyman County, SD",46085,32615,36807,43908,44281,48126,42113,42789,37156,38360,41966,41809
PCPI48305,"Lynn County, TX",48305,28048,36880,29957,27660,40993,27828,31964,30091,39212,40151,43141
PCPI19119,"Lyon County, IA",19119,34625,39808,48251,52379,56490,57422,57614,52566,57584,62417,66756
PCPI21143,"Lyon County, KY",21143,24801,25901,27225,28364,29086,30580,31747,33083,34132,35804,37276
PCPI32019,"Lyon County, NV",32019,28798,28024,29679,29704,30522,32090,33757,35516,37311,38361,39650
PCPI27083,"Lyon County, MN",27083,36580,38568,42039,43560,44907,45938,48411,47117,49703,51060,54108
PCPI20111,"Lyon County, KS",20111,28453,29847,30561,30675,30988,33377,34642,35602,36809,38525,39962
PCPI26097,"Mackinac County, MI",26097,31442,32601,34032,35729,36487,36924,39541,41033,41819,43414,45138
PCPI26099,"Macomb County, MI",26099,33778,34430,36528,37898,38277,40076,42513,43206,44439,46079,47487
PCPI29121,"Macon County, MO",29121,33681,31472,34269,33434,34924,36329,39190,41532,41614,41565,43173
PCPI01087,"Macon County, AL",01087,25239,25511,26321,26998,27838,28640,30045,30895,31821,33336,34901
PCPI37113,"Macon County, NC",37113,30073,30374,31290,32575,32962,34749,36412,37396,39039,39583,40848
PCPI17115,"Macon County, IL",17115,38837,39425,41577,41666,42962,44647,44658,45196,45767,48206,48764
PCPI47111,"Macon County, TN",47111,24942,25931,27384,29293,28487,29589,31063,31393,32183,32838,33535
PCPI13193,"Macon County, GA",13193,21022,21371,23250,25497,26789,28626,30084,29197,31536,30910,32343
PCPI17117,"Macoupin County, IL",17117,32118,33162,34732,34494,36862,36386,37370,38151,39443,41342,42341
PCPI06039,"Madera County, CA",06039,25889,28450,29997,31712,32872,34811,35637,37231,37967,39094,41267
PCPI21151,"Madison County, KY",21151,28140,29207,30243,31005,31410,32918,33744,34128,34574,35271,36331
PCPI16065,"Madison County, ID",16065,18155,18489,19579,20844,21593,22052,23900,23981,24969,27628,28780
PCPI36053,"Madison County, NY",36053,32627,33599,35127,36403,36753,38197,39703,40702,43228,43779,45794
PCPI13195,"Madison County, GA",13195,27405,27455,28133,29850,31125,32015,34110,34082,35694,36843,36879
PCPI01089,"Madison County, AL",01089,40383,41715,43510,44244,44005,45271,46982,48232,49711,52011,54010
PCPI19121,"Madison County, IA",19121,37674,37325,39641,40478,41470,42611,44350,45611,47285,49362,50460
PCPI39097,"Madison County, OH",39097,30063,31046,33894,34876,36378,36226,36925,39134,40622,41047,41862
PCPI05087,"Madison County, AR",05087,23486,24015,24579,27657,29337,31923,32887,32530,35479,35084,34245
PCPI37115,"Madison County, NC",37115,26220,26522,26888,27795,27874,29213,30654,31232,32538,34216,35729
PCPI12079,"Madison County, FL",12079,23233,24217,25289,25728,26697,28894,30634,30036,31640,32874,33859
PCPI31119,"Madison County, NE",31119,35473,37007,40170,41822,41979,43538,44966,45194,47190,49998,51785
PCPI22065,"Madison Parish, LA",22065,25677,25431,28334,30677,33345,28426,29430,31824,31399,31945,33275
PCPI29123,"Madison County, MO",29123,27878,28177,29724,31076,32540,33485,34430,34400,35173,35853,37430
PCPI28089,"Madison County, MS",28089,47129,48853,51195,54809,56323,58491,59132,60264,61692,64191,65746
PCPI47113,"Madison County, TN",47113,32376,33825,36882,37341,36781,37108,39211,40271,41673,42639,44135
PCPI18095,"Madison County, IN",18095,28756,29108,30320,31842,32319,33806,35193,35846,36732,38217,39428
PCPI30057,"Madison County, MT",30057,35097,33745,38260,38450,39924,41614,44275,45945,48399,50932,53567
PCPI17119,"Madison County, IL",17119,35702,36857,38102,38696,39211,40865,42602,43190,44715,46698,48222
PCPI48313,"Madison County, TX",48313,23194,23740,25551,27490,28146,30602,30006,28766,30053,31358,32648
PCPI51113,"Madison County, VA",51113,32246,33822,37246,41459,42881,46183,47360,48590,47144,46874,48577
PCPI21153,"Magoffin County, KY",21153,22164,22795,25003,26418,27010,27804,29024,28619,29717,31262,32995
PCPI19123,"Mahaska County, IA",19123,32790,32294,35678,37040,37577,38058,38503,39012,40324,44545,46516
PCPI27087,"Mahnomen County, MN",27087,26503,28212,30527,33625,34525,32743,35619,35682,33832,35472,36427
PCPI39099,"Mahoning County, OH",39099,33458,34714,37067,37969,37979,39444,40462,40894,41518,43134,43925
PCPI40093,"Major County, OK",40093,29231,32732,38380,41581,41180,46522,40871,37236,39732,43481,43815
PCPI41045,"Malheur County, OR",41045,22320,23103,23874,25579,26248,29107,31699,31404,31347,32929,34576
PCPI12081,"Manatee County, FL",12081,35102,37587,39691,38191,38756,41525,44097,44810,46130,47635,48618
PCPI26101,"Manistee County, MI",26101,29270,30541,31213,31829,31430,32893,35282,35835,36631,38151,39389
PCPI55071,"Manitowoc County, WI",55071,37548,38265,40101,41360,40739,42999,44524,44460,45810,47040,48502
PCPI55073,"Marathon County, WI",55073,37164,37345,39497,41604,41837,43946,45374,46549,47984,50509,52141
PCPI01091,"Marengo County, AL",01091,29219,30607,31924,33076,33885,35054,36104,36801,37667,40209,41567
PCPI04013,"Maricopa County, AZ",04013,35736,36109,37592,39116,39393,41211,42862,43993,45765,48113,49704
PCPI29125,"Maries County, MO",29125,26582,26956,28161,28783,30100,30812,31177,31589,32011,32462,34965
PCPI06041,"Marin County, CA",06041,82228,84081,90957,97292,98460,106662,114580,119029,125607,136066,141735
PCPI55075,"Marinette County, WI",55075,31897,33738,35424,37332,37834,39045,40401,40772,42105,44564,45906
PCPI39101,"Marion County, OH",39101,28964,29199,30419,31038,31478,32337,33412,34643,36661,37411,38644
PCPI47115,"Marion County, TN",47115,29021,30863,31827,32775,32826,33603,35155,36759,37882,38998,40365
PCPI41047,"Marion County, OR",41047,30852,31382,32432,33315,33941,36141,38371,39761,41389,43441,45158
PCPI54049,"Marion County, WV",54049,33103,34705,36068,37689,37606,38239,38868,38430,40725,42388,43522
PCPI48315,"Marion County, TX",48315,26155,28371,30615,32734,34383,35776,35310,34908,36412,38376,39895
PCPI45067,"Marion County, SC",45067,24401,25042,25543,25577,26320,27436,28457,29001,30192,31639,33569
PCPI29127,"Marion County, MO",29127,32607,33135,34673,35741,36015,36481,36891,37884,39137,40290,41677
PCPI19125,"Marion County, IA",19125,33989,34726,37637,39582,39287,40624,42357,43605,45910,48738,50862
PCPI05089,"Marion County, AR",05089,23592,23711,24487,25443,26385,27413,29728,28810,29545,30423,31405
PCPI17121,"Marion County, IL",17121,32299,34313,35268,35167,36510,37175,38729,38391,40378,41792,42895
PCPI28091,"Marion County, MS",28091,24738,25718,26045,27762,29438,29108,30317,29773,32835,37605,38701
PCPI01093,"Marion County, AL",01093,25144,25795,26222,27361,28130,29352,30563,30646,32089,33189,34000
PCPI21155,"Marion County, KY",21155,25615,26099,27328,28170,29186,31792,32942,33742,35000,36089,37340
PCPI13197,"Marion County, GA",13197,21097,20383,22149,22832,24045,24513,25984,26384,27723,29124,29849
PCPI12083,"Marion County, FL",12083,29100,30073,31218,31799,31269,32634,33591,34775,36141,37219,38293
PCPI20115,"Marion County, KS",20115,30608,31418,32615,34848,36171,35858,38143,38342,39237,42032,45681
PCPI18097,"Marion County, IN",18097,39285,41723,44654,46011,45197,46290,48238,49357,50211,52815,54405
PCPI06043,"Mariposa County, CA",06043,34697,36183,37224,38307,39340,42253,45156,48882,50945,53398,56354
PCPI45069,"Marlboro County, SC",45069,21574,22190,23659,24594,26370,26792,27958,29374,30543,32191,32637
PCPI55077,"Marquette County, WI",55077,30003,31439,33387,34150,34813,35844,37474,38119,39304,40739,42513
PCPI26103,"Marquette County, MI",26103,31351,32365,33236,34312,33976,35197,36529,37436,38166,39683,40772
PCPI28093,"Marshall County, MS",28093,24485,25092,26465,27368,28285,28695,29841,30313,31107,32876,34165
PCPI27089,"Marshall County, MN",27089,34230,38352,42123,49977,48521,44116,45455,47417,49164,51745,51545
PCPI17123,"Marshall County, IL",17123,34976,34481,38865,39110,44245,42400,42064,44094,43805,46244,45901
